"","pID","condition","section","seenRed","seenBlue","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","time","chipsOrder","actuallyEstimated","gamma","value"
"11","127","estimated","posterior",4,1,0.0110830780320779,0.0110830780320779,0.0110830780320779,0.0110830780320779,0.0110830780320779,0.0110830780320779,0.0110830780320779,0.0288340241484952,0.857902324743197,0.024599026851685,0.0110830780320779,21,"female",1,260.1,22122,1,20.6825209206638,0.00703762801157779
"12","128","estimated","posterior",4,1,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0581981981981982,0.0656756756756757,0.0245045045045045,0.00900900900900901,0.0694594594594595,0.728108108108108,0.00900900900900901,0.00900900900900901,33,"female",1,303.39,12222,1,18.0539130663948,0.0233606458552749
"13","130","estimated","posterior",4,1,0.0100009009820705,0.0505450941526264,0.0518965672583116,0.0679340481124426,0.0727993512929093,0.087215064420218,0.242994864402198,0.179115235606811,0.124966213172358,0.101180286512298,0.0113523740877557,24,"male",1,298.95,22122,1,0.374546758439615,0.0502568058559842
"14","131","estimated","posterior",4,1,0.10072979547707,0.0288314262546175,0.636453734570682,0.0168483647175421,0.0347779079196324,0.0437877286242004,0.0677538516983512,0.0437877286242004,0.00900982070456798,0.00900982070456798,0.00900982070456798,45,"female",1,161.96,22221,1,0.0336346197854889,0.0217091005089225
"15","132","estimated","posterior",4,1,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.0209891000810738,0.0240518872173678,0.0387352490766598,0.0826051707053418,0.22484460859382,0.310872894333844,0.213224033870822,0.0576524637420052,32,"male",1,304.77,22122,1,3.1709702728855,0.0383663115597861
"16","135","estimated","posterior",4,1,0.00900982070456798,0.0825299576538427,0.115866294260744,0.124515722137129,0.120821695648257,0.151995675286062,0.0961347869177403,0.0873051626272637,0.0911793855302279,0.111631678529597,0.00900982070456798,20,"female",1,229.3,21222,1,0.0229263549628555,0.00365623434646
"17","14","estimated","posterior",4,1,0.00900900900900901,0.0394594594594595,0.00900900900900901,0.452882882882883,0.0508108108108108,0.124504504504505,0.0451351351351351,0.126396396396396,0.113153153153153,0.00900900900900901,0.0206306306306306,34,"male",1,296.27,21222,1,1e-07,0.0613388893366091
"18","140","estimated","posterior",4,1,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.238468468468468,0.453513513513514,0.235945945945946,0.00900900900900901,33,"male",1,324.42,22122,1,4.13735245859984,0.00801800915895976
"19","141","estimated","posterior",4,1,0.136846846846847,0.0288288288288288,0.0131531531531532,0.0323423423423423,0.144144144144144,0.0323423423423423,0.103963963963964,0.173783783783784,0.168558558558559,0.0533333333333333,0.112702702702703,26,"male",1,85.71,22212,1,0.531072569128793,0.204226271110513
"20","142","estimated","posterior",4,1,0.0116216216216216,0.0141441441441441,0.0447747747747748,0.11963963963964,0.248288288288288,0.078018018018018,0.0632432432432432,0.119009009009009,0.154054054054054,0.0508108108108108,0.0963963963963964,19,"female",1,274.3,22122,1,0.164581490961749,0.0445492211032604
"21","145","estimated","posterior",4,1,0.011981981981982,0.0203603603603604,0.039009009009009,0.105945945945946,0.180900900900901,0.14018018018018,0.080990990990991,0.0856756756756757,0.151081081081081,0.129279279279279,0.0545945945945946,20,"female",1,330.35,12222,1,0.0389175215766213,0.0395256330583548
"22","146","estimated","posterior",4,1,0.00936936936936937,0.0517117117117117,0.0727927927927928,0.0875675675675676,0.0958558558558559,0.112342342342342,0.120630630630631,0.131711711711712,0.142972972972973,0.164414414414414,0.0106306306306306,25,"male",1,218.37,21222,1,0.130627775947324,0.0435219397454032
"23","149","estimated","posterior",4,1,0.0472114604919362,0.0472114604919362,0.00900982070456798,0.0537886296062708,0.020812685827552,0.00900982070456798,0.00900982070456798,0.723308406162717,0.00900982070456798,0.00900982070456798,0.0626182538967475,38,"female",1,152.62,12222,1,0.819120062016325,0.663520802426295
"24","15","estimated","posterior",4,1,0.0101792631294478,0.0101792631294478,0.0402666426448068,0.0399063147464192,0.0899018106476894,0.130618863165481,0.306909287451581,0.176920998108279,0.138906404828394,0.0460318890190073,0.0101792631294478,21,"female",1,443.25,22221,1,1.37402639180543,0.026948025940612
"25","152","estimated","posterior",4,1,0.00900982070456798,0.018019641409136,0.018019641409136,0.018019641409136,0.0630687449319758,0.216235696909631,0.356518605279755,0.186503288584557,0.0897378142174971,0.0158572844400396,0.00900982070456798,23,"female",1,298.03,21222,1,0.715058022637276,0.0702811460141472
"26","156","estimated","posterior",4,1,0.0499099099099099,0.0189189189189189,0.0512612612612613,0.0651351351351351,0.585495495495496,0.0189189189189189,0.0189189189189189,0.0374774774774775,0.0803603603603604,0.025045045045045,0.0485585585585586,36,"male",1,180.32,21222,1,9.99999999473644e-08,0.438552345430923
"27","168","estimated","posterior",4,1,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.03,0.075045045045045,0.283333333333333,0.365675675675676,0.189189189189189,0.0117117117117117,29,"male",1,234.57,22212,1,3.40129068836408,0.156040730166395
"28","169","estimated","posterior",4,1,0.0116216216216216,0.0116216216216216,0.0781081081081081,0.0990990990990991,0.369369369369369,0.191801801801802,0.191891891891892,0.0116216216216216,0.0116216216216216,0.0116216216216216,0.0116216216216216,22,"female",1,213.83,22122,1,0.509875918073318,0.0558017487809642
"29","170","estimated","posterior",4,1,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.724054054054054,0.194864864864865,21,"female",1,206.35,12222,1,2.39300744175743,0.50017307223485
"30","171","estimated","posterior",4,1,0.00928178787059566,0.00928178787059566,0.00928178787059566,0.112192484455258,0.0310894836442282,0.00928178787059566,0.0666846895557358,0.00928178787059566,0.725060827250608,0.00928178787059566,0.00928178787059566,25,"male",1,1044.1,22122,1,0.539036168324369,0.60444659185424
"31","172","estimated","posterior",4,1,0.0108108108108108,0.0108108108108108,0.0108108108108108,0.0525225225225225,0.0108108108108108,0.0815315315315315,0.0750450450450451,0.0734234234234234,0.630540540540541,0.0266666666666667,0.017027027027027,21,"female",1,118.72,22212,1,9.99999999473644e-08,0.412088651226443
"32","173","estimated","posterior",4,1,0.0118039286357902,0.0727158046494864,0.138943953865561,0.131375022526581,0.12488736709317,0.122905027932961,0.126329068300595,0.129843214993693,0.0840692016579564,0.043521355199135,0.0136060551450712,23,"female",1,280.36,12222,1,0.209882014697239,0.0720503317405581
"33","176","estimated","posterior",4,1,0.0152252252252252,0.0152252252252252,0.0152252252252252,0.0152252252252252,0.0152252252252252,0.0942342342342342,0.268018018018018,0.326486486486487,0.204684684684685,0.0152252252252252,0.0152252252252252,24,"male",1,247.58,22122,1,1.35187744428912,0.0167890010438342
"34","177","estimated","posterior",4,1,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.0147734438338888,0.0346815602198,0.0510764795964328,0.160075668858661,0.232591658409152,0.31907035402216,0.151698045221151,0.00900819745968832,20,"male",1,215.37,22122,1,2.85867875695924,0.00978119622058739
"35","178","estimated","posterior",4,1,0.00900900900900901,0.0631531531531531,0.00900900900900901,0.00900900900900901,0.0445945945945946,0.00900900900900901,0.00900900900900901,0.0496396396396396,0.701621621621622,0.0631531531531531,0.0327927927927928,23,"female",1,303.18,12222,1,10.2131234181279,0.0210262531537835
"36","179","estimated","posterior",4,1,0.0408181654352136,0.0408181654352136,0.0408181654352136,0.0535231573256443,0.0820868624977474,0.0408181654352136,0.0603712380609119,0.0408181654352136,0.456208325824473,0.0711839971165976,0.0725355919985583,21,"female",1,336.87,12222,1,2.47824751622722,0.0713492724257128
"37","180","estimated","posterior",4,1,0.0657657657657658,0.0630630630630631,0.066036036036036,0.0630630630630631,0.0781081081081081,0.0945945945945946,0.11045045045045,0.133873873873874,0.179099099099099,0.135135135135135,0.0108108108108108,26,"female",1,197.68,21222,1,2.87927109058464,0.0592625117599533
"38","182","estimated","posterior",4,1,0.0558608883683215,0.0110820794666186,0.0110820794666186,0.0110820794666186,0.052887647535814,0.0110820794666186,0.0110820794666186,0.0377511487521398,0.727182629065682,0.052887647535814,0.018019641409136,20,"female",1,152,21222,1,12.7020988071047,0.0251866878583621
"39","184","estimated","posterior",4,1,0.00900900900900901,0.141981981981982,0.125045045045045,0.0515315315315315,0.0118918918918919,0.0420720720720721,0.0627927927927928,0.272972972972973,0.0458558558558559,0.108018018018018,0.128828828828829,28,"female",1,480.11,22122,1,0.624411580908228,0.121307210775293
"40","189","estimated","posterior",4,1,0.00927844338347896,0.0484641023331231,0.0504459057742546,0.109900009008197,0.148455094135663,0.203585262588956,0.134582470047743,0.107647959643275,0.092514187910999,0.0522475452661922,0.0428790199081164,24,"female",1,179.78,22221,1,0.217868167999507,0.0265856735521912
"41","191","estimated","posterior",4,1,0.00909991891161366,0.0105414902243445,0.0093702135327507,0.0118929633300297,0.0251373997657447,0.0533381385710424,0.112893053428237,0.198666546535724,0.28759347688981,0.195603207496171,0.0858635913145328,31,"male",1,184.5,21222,1,1.42996763111514,0.0118689609812851
"42","194","estimated","posterior",4,1,0.0245022970903522,0.018466804792361,0.0105395910278353,0.0988199261327808,0.105035582379966,0.147914602288082,0.133501486352581,0.240879200072066,0.199261327808306,0.0105395910278353,0.0105395910278353,21,"female",1,159.28,22212,1,0.279985104925352,0.109244129439218
"43","195","estimated","posterior",4,1,0.0114404107738042,0.0618863165480587,0.0114404107738042,0.0114404107738042,0.0114404107738042,0.0114404107738042,0.0363030357625439,0.0336005765246374,0.0403567246194037,0.71011620574723,0.0605350869291055,22,"female",1,333.67,22212,1,1.24291158129263,0.375406774136967
"44","196","estimated","posterior",4,1,0.0254931988109179,0.0333303306008468,0.0267543464552743,0.0793622196198541,0.0917034501396271,0.103324024862625,0.11503468156022,0.217187640753085,0.285019367624538,0.0117106566975948,0.0110800828754166,30,"male",1,175.77,21222,1,2.00132359951214,0.0589479615604511
"45","2","estimated","posterior",4,1,0.0104513920172989,0.0704567979097216,0.0930714478781872,0.0524371565005856,0.0333363366069015,0.207135777998018,0.133075051806469,0.131633480493738,0.126407784485089,0.131363185872601,0.0106315884313902,24,"female",1,224.4,12222,1,0.00592275389542099,0.0350797193752807
"46","20","estimated","posterior",4,1,0.0444184160735201,0.0144157131273088,0.132714658978286,0.0144157131273088,0.0144157131273088,0.5453644472475,0.0144157131273088,0.0144157131273088,0.0235156320389224,0.0144157131273088,0.167492566897919,24,"female",1,318.31,12222,1,1e-07,0.0727225746194289
"47","200","estimated","posterior",4,1,0.0296369696423746,0.0526078731645798,0.0792721376452572,0.116566075128367,0.135483289793712,0.180163949193766,0.140347716421944,0.112782632195298,0.0742275470678317,0.0492748401044951,0.0296369696423746,18,"male",1,310.95,22221,1,9.99999999473644e-08,0.00232902296389409
"48","204","estimated","posterior",4,1,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0090990990990991,0.00900900900900901,0.90981981981982,0.00900900900900901,0.00900900900900901,22,"female",1,373.62,22212,1,22.7563835859201,0.00351076308341713
"49","207","estimated","posterior",4,1,0.00945860733267273,0.00945860733267273,0.00945860733267273,0.0240518872173678,0.0483740203585263,0.105395910278353,0.181875506711107,0.218178542473651,0.319250517971354,0.0650391856589496,0.00945860733267273,21,"male",1,375.53,22221,1,2.42511096699626,0.0458224269339598
"50","208","estimated","posterior",4,1,0.00900982070456798,0.00900982070456798,0.0300027029462114,0.0833408415172538,0.267591674925669,0.234255338318767,0.180286512298405,0.0967654743670601,0.061627173619245,0.0191008198936841,0.00900982070456798,21,"female",1,229.84,21222,1,1.13409663423952,0.132413827851039
"51","210","estimated","posterior",4,1,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0546846846846847,0.141171171171171,0.305675675675676,0.435405405405405,0.00900900900900901,0.00900900900900901,24,"female",1,312.12,22122,1,14.113263564467,0.0464873986410105
"52","211","estimated","posterior",4,1,0.00900900900900901,0.0145945945945946,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.904324324324324,0.00900900900900901,0.00900900900900901,19,"male",1,167.96,21222,1,28.0848831946144,0.00447426583438171
"53","212","estimated","posterior",4,1,0.727567567567568,0.0153153153153153,0.0451351351351351,0.0153153153153153,0.0153153153153153,0.0153153153153153,0.0363963963963964,0.0310810810810811,0.0153153153153153,0.0153153153153153,0.0679279279279279,22,"male",1,173.87,22212,1,9.99999999473644e-08,0.67122024229799
"54","216","estimated","posterior",4,1,0.083063063063063,0.0414414414414414,0.0193693693693694,0.0362162162162162,0.0310810810810811,0.0388288288288288,0.0336936936936937,0.544684684684685,0.0739639639639639,0.0856756756756757,0.011981981981982,24,"male",1,111.55,22122,1,0.467014832874057,0.354012759811944
"55","217","estimated","posterior",4,1,0.0583783783783784,0.0216216216216216,0.0216216216216216,0.0630630630630631,0.0216216216216216,0.635315315315315,0.0216216216216216,0.0216216216216216,0.0741441441441441,0.0216216216216216,0.0393693693693694,21,"male",1,180.3,22221,1,0.427277345147552,0.460154783100629
"56","219","estimated","posterior",4,1,0.00937105784826095,0.00937105784826095,0.00937105784826095,0.00937105784826095,0.00937105784826095,0.0481167777978014,0.535862317534691,0.321319156604794,0.0291043431248874,0.00937105784826095,0.00937105784826095,19,"female",1,144.28,12222,1,2.61701532780704,0.122398175893302
"57","220","estimated","posterior",4,1,0.00928011532570502,0.095954590503649,0.0785656365438328,0.00928011532570502,0.165600504549959,0.00928011532570502,0.00928011532570502,0.00928011532570502,0.521308225966303,0.00928011532570502,0.0828903504820254,26,"female",1,307.64,22221,1,9.99999998363421e-08,0.36370032630544
"58","223","estimated","posterior",4,1,0.0108108108108108,0.0182882882882883,0.0282882882882883,0.0324324324324324,0.0545945945945946,0.112072072072072,0.154054054054054,0.374054054054054,0.150540540540541,0.0517117117117117,0.0131531531531532,28,"other",1,198.53,12222,1,3.00450414797136,0.0371297469410913
"59","224","estimated","posterior",4,1,0.0261261261261261,0.0586486486486486,0.0524324324324324,0.0448648648648649,0.0569369369369369,0.0436936936936937,0.492162162162162,0.134684684684685,0.0724324324324324,0.00900900900900901,0.00900900900900901,20,"male",1,86.47,22221,1,0.926113015404834,0.244902882614389
"60","226","estimated","posterior",4,1,0.0182932324051545,0.0182932324051545,0.0182932324051545,0.0199152924213751,0.0182932324051545,0.0182932324051545,0.0182932324051545,0.0182932324051545,0.815445615932234,0.0182932324051545,0.0182932324051545,23,"female",1,289.6,22122,1,16.7088073214437,0.0133318193420323
"61","228","estimated","posterior",4,1,0.0209966657655222,0.0209966657655222,0.0209966657655222,0.0209966657655222,0.0209966657655222,0.128683427953501,0.177074885104082,0.263584752635848,0.204559790934487,0.100117148778949,0.0209966657655222,32,"female",1,453.06,22221,1,1.89984781632103,0.0575094047103363
"62","230","estimated","posterior",4,1,0.013785025677989,0.013785025677989,0.013785025677989,0.013785025677989,0.013785025677989,0.0519866654653572,0.201910081989368,0.229209838724209,0.293539958554825,0.140643301198306,0.013785025677989,29,"male",1,145.89,22221,1,2.28455139009898,0.0246494815751669
"63","232","estimated","posterior",4,1,0.00900819745968832,0.00900819745968832,0.0289163138455995,0.0631474641924151,0.104855418430772,0.208719935140978,0.16908386631835,0.14016755247275,0.119809026213855,0.0897216466984956,0.0575623817674083,28,"male",1,269.22,21222,1,0.379306239293782,0.00559146067582259
"64","233","estimated","posterior",4,1,0.0100891811548509,0.00927844338347896,0.0135122961895325,0.0187370507161517,0.0604450049545086,0.108909107287632,0.231420592739393,0.306819205476984,0.199081163859112,0.0305377893883434,0.0111701648500135,26,"male",1,212.25,22122,1,1.60217499945456,0.0491202485827527
"65","234","estimated","posterior",4,1,0.108468468468468,0.278648648648649,0.136666666666667,0.0437837837837838,0.0951351351351351,0.00900900900900901,0.00900900900900901,0.0371171171171171,0.154864864864865,0.0901801801801802,0.0371171171171171,27,"female",1,207.06,22221,1,2.40784685036357,0.388327864643549
"66","236","estimated","posterior",4,1,0.011530492748401,0.011530492748401,0.0311683632105216,0.0466624628411855,0.0636879560399964,0.103684352761013,0.156382307900189,0.185929195567967,0.275290514368075,0.100621565624718,0.0135122961895325,21,"male",1,375.88,22221,1,1.81658173561652,0.0164335168831247
"67","237","estimated","posterior",4,1,0.0143243243243243,0.00963963963963964,0.00963963963963964,0.00963963963963964,0.00963963963963964,0.00963963963963964,0.0988288288288288,0.732972972972973,0.0863963963963964,0.00963963963963964,0.00963963963963964,31,"female",1,167.49,22212,1,2.90497796512709,0.428951425384518
"68","239","estimated","posterior",4,1,0.0282933861957109,0.0392863579023247,0.0469453955667688,0.0550549648585331,0.104883762840151,0.20436114615246,0.240493782663543,0.160569471976933,0.0717246350693819,0.0313570012614886,0.017030095512705,22,"male",1,123.05,12222,1,0.475912299478418,0.00913435203222579
"69","24","estimated","posterior",4,1,0.0172988557527705,0.0172988557527705,0.0383818362014596,0.0409045859987386,0.0714478781872241,0.0973961618163798,0.149022434453554,0.216866384358951,0.31678529597261,0.0172988557527705,0.0172988557527705,19,"female",1,364.77,22212,1,1.38181650181353,0.0317264264415447
"70","243","estimated","posterior",4,1,0.0100009009820705,0.0511757816019461,0.057122263266961,0.0698261104604018,0.0800072078565636,0.089197224975223,0.162266870889269,0.221731687539418,0.168663843589513,0.0791062257861068,0.0109018830525273,25,"male",1,150.08,22212,1,1.04354382261714,0.0234614213753824
"71","248","estimated","posterior",4,1,0.0156756756756757,0.0156756756756757,0.0115315315315315,0.0156756756756757,0.0918018018018018,0.0945945945945946,0.101621621621622,0.458558558558559,0.0895495495495496,0.0896396396396396,0.0156756756756757,21,"female",1,189.94,22212,1,1.93147049584888,0.130319559007746
"72","251","estimated","posterior",4,1,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.731694136719805,0.0924074574439341,0.0195442673151401,0.0195442673151401,24,"female",1,176.22,22212,1,1.3264605905571,0.362172194118693
"73","252","estimated","posterior",4,1,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0986486486486486,0.132342342342342,0.218738738738739,0.31,0.186216216216216,0.00900900900900901,20,"female",1,317.17,22212,1,2.89412601845598,0.0939510788559188
"74","254","estimated","posterior",4,1,0.0124301927580616,0.0124301927580616,0.0124301927580616,0.0124301927580616,0.0390019816249324,0.209421725815168,0.351017834624392,0.261844712664385,0.0641325887227527,0.0124301927580616,0.0124301927580616,22,"female",1,233.29,22221,1,2.65971386957157,0.0040555721544026
"75","256","estimated","posterior",4,1,0.0218899198270426,0.0218899198270426,0.0218899198270426,0.0218899198270426,0.0218899198270426,0.0218899198270426,0.0218899198270426,0.381316998468606,0.294658138906405,0.161787226376002,0.00900819745968832,28,"female",1,163.48,22212,1,2.99562016576038,0.0214304187469776
"76","259","estimated","posterior",4,1,0.0540540540540541,0.0540540540540541,0.0545045045045045,0.0540540540540541,0.0540540540540541,0.0540540540540541,0.0540540540540541,0.0540540540540541,0.459009009009009,0.0540540540540541,0.0540540540540541,22,"female",1,154.51,22212,1,6.35787309819008,0.0779409523682678
"77","26","estimated","posterior",4,1,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.907387387387387,0.00900900900900901,0.0115315315315315,43,"male",1,389.1,21222,1,22.3015250492301,0.00361683885356395
"78","265","estimated","posterior",4,1,0.00900900900900901,0.00900900900900901,0.0781081081081081,0.162162162162162,0.138108108108108,0.0169369369369369,0.0406306306306306,0.434954954954955,0.093063063063063,0.00900900900900901,0.00900900900900901,21,"female",1,146.22,22122,1,1.00000000037078e-07,0.0503440691916881
"79","266","estimated","posterior",4,1,0.0179279279279279,0.0316216216216216,0.0383783783783784,0.047027027027027,0.0510810810810811,0.196486486486486,0.182702702702703,0.185315315315315,0.111531531531532,0.0767567567567567,0.0611711711711712,22,"female",1,166.66,22212,1,1.19733204036919,0.046932604155321
"80","267","estimated","posterior",4,1,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.185298621745789,0.376272407891181,0.366363390685524,0.00900819745968832,0.00900819745968832,27,"female",1,522.59,12222,1,3.25800594358816,0.00662168238003624
"81","274","estimated","posterior",4,1,0.0564813980722457,0.00900819745968832,0.00900819745968832,0.0589136113863616,0.00900819745968832,0.0612557427258806,0.0399963967210161,0.0116205747229979,0.00900819745968832,0.00900819745968832,0.726691289073057,30,"female",1,237.72,22212,1,0.0525976486017021,0.636526587735604
"82","275","estimated","posterior",4,1,0.00900819745968832,0.00900819745968832,0.233132150256734,0.231330510764796,0.229438789298261,0.0957571389964868,0.0197279524367174,0.00900819745968832,0.0674713989730655,0.0145031979100982,0.0816142689847762,28,"male",1,402.22,21222,1,0.0506991743503843,0.20570508137463
"83","276","estimated","posterior",4,1,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.0406269705431943,0.133591568327178,0.147734438338888,0.159625258985677,0.347266012070985,0.126114764435636,0.00900819745968832,24,"female",1,216.55,22221,1,1.1266729326283,0.022882429097883
"84","278","estimated","posterior",4,1,0.0273046769397134,0.0273046769397134,0.0273046769397134,0.0273046769397134,0.0273046769397134,0.0273046769397134,0.0273046769397134,0.0283860502838605,0.725871857258719,0.0273046769397134,0.0273046769397134,20,"female",1,237.3,22122,1,7.55577045129587,0.0237144872858327
"85","281","estimated","posterior",4,1,0.0107207207207207,0.0205405405405405,0.0611711711711712,0.0992792792792793,0.163063063063063,0.280990990990991,0.167117117117117,0.096036036036036,0.0649549549549549,0.0254054054054054,0.0107207207207207,19,"female",1,300.21,22221,1,0.0512033728920545,0.00294306910455914
"86","282","estimated","posterior",4,1,0.00900900900900901,0.0107207207207207,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.908198198198198,0.00900900900900901,0.00900900900900901,18,"male",1,146.43,12222,1,22.6223977161864,0.00365299433557216
"87","284","estimated","posterior",4,1,0.00963703503557597,0.012068810231469,0.00963703503557597,0.00963703503557597,0.901197874448347,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,24,"male",1,703.91,22221,1,1e-07,0.985626737935737
"88","287","estimated","posterior",4,1,0.00900900900900901,0.0489189189189189,0.00900900900900901,0.00927927927927928,0.00900900900900901,0.119009009009009,0.117207207207207,0.188378378378378,0.369009009009009,0.0848648648648648,0.0363063063063063,25,"female",1,132.33,22212,1,4.34232990826612,0.0538806853236521
"89","288","estimated","posterior",4,1,0.0100909991891161,0.0100909991891161,0.0116226687088927,0.00955040994684206,0.0777547526804217,0.10739706279845,0.138390846022164,0.16163618343995,0.373907559239571,0.0902784034597711,0.00928011532570502,25,"male",1,269.89,22122,1,1.21712325879864,0.0318966431603602
"90","289","estimated","posterior",4,1,0.0101820147774374,0.0182915840692017,0.0101820147774374,0.0101820147774374,0.0101820147774374,0.0931699405298252,0.0101820147774374,0.0312668949360245,0.0850603712380609,0.639484591818346,0.0818165435213552,22,"female",1,179.96,12222,1,2.42667164539833,0.503154259706451
"91","290","estimated","posterior",4,1,0.0253153153153153,0.048018018018018,0.11954954954955,0.0340540540540541,0.0322522522522522,0.0392792792792793,0.0567567567567568,0.00900900900900901,0.542072072072072,0.00900900900900901,0.0846846846846847,22,"female",1,128.77,22221,1,9.99999999473644e-08,0.460655374614823
"92","291","estimated","posterior",4,1,0.0112602468246104,0.0232411494459959,0.0232411494459959,0.030087379515359,0.0542293487073237,0.105125664354563,0.165570669309071,0.21790829654986,0.264480677416449,0.0943158274029367,0.0105395910278353,22,"female",1,204,22122,1,1.28828969673636,0.00640301854224391
"93","292","estimated","posterior",4,1,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.0450409872984416,0.103684352761013,0.435726511125124,0.303125844518512,0.0583731195387803,0.00900819745968832,24,"female",1,209.75,22212,1,6.91375550720262,0.00767193641749341
"94","293","estimated","posterior",4,1,0.018018018018018,0.0214414414414414,0.0285585585585586,0.0330630630630631,0.0402702702702703,0.0663963963963964,0.127927927927928,0.166846846846847,0.271891891891892,0.162162162162162,0.0634234234234234,20,"male",1,276.98,22221,1,2.10240546722427,0.0159655783125862
"95","294","estimated","posterior",4,1,0.014683361859292,0.0164850013512296,0.0148635258084857,0.0217998378524457,0.0945860733267273,0.152508782992523,0.190433294297811,0.194937393027655,0.148094766237276,0.136924601387262,0.014683361859292,22,"female",1,160.57,22122,1,2.01020441591935,0.0121610591271146
